user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Zape2-megahit_bin.24	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D sp002850555	GCF_002850555.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D sp002850555	96.77	0.945	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001544095.1, s__Enterococcus_D casseliflavus, 95.0, 95.04, 0.862	N/A	N/A	N/A	N/A
Zape2-megahit_bin.25	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__	N/A	N/A	N/A	N/A	N/A	GCA_004556705.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp004556705	93.11	0.872	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900315985.1, s__Fimenecus sp900315985, 95.0, 78.32, 0.307; GCA_017438845.1, s__Fimenecus sp017438845, 95.0, 78.28, 0.281; GCA_000432435.1, s__Fimenecus sp000432435, 95.0, 78.02, 0.19; GCA_002490425.1, s__Fimenecus sp002490425, 95.0, 77.76, 0.207; GCA_002361875.1, s__Fimenecus sp002361875, 95.0, 77.62, 0.209; GCA_015066635.1, s__Fimenecus sp015066635, 95.0, 77.62, 0.301; GCA_016290515.1, s__Fimenecus sp016290515, 95.0, 77.6, 0.188; GCA_017399405.1, s__Fimenecus sp017399405, 95.0, 77.44, 0.098; GCA_017466205.1, s__Fimenecus sp017466205, 95.0, 77.36, 0.093; GCA_017503135.1, s__Fimenecus sp017503135, 95.0, 77.11, 0.11; GCA_002437245.1, s__Fimenecus sp002437245, 95.0, 77.1, 0.183; GCA_004555265.1, s__Fimenecus sp004555265, 95.0, 76.95, 0.085; GCA_017624735.1, s__Fimenecus sp017624735, 95.0, 76.95, 0.104; GCA_017399175.1, s__Fimenecus sp017399175, 95.0, 76.85, 0.102; GCA_900766945.1, s__Fimenecus sp900766945, 95.0, 76.83, 0.095; GCA_017631955.1, s__Fimenecus sp017631955, 95.0, 76.75, 0.078; GCA_900540295.1, s__Fimenecus sp900540295, 95.0, 76.71, 0.099; GCA_904501895.1, s__Fimenecus sp904501895, 95.0, 76.67, 0.083; GCA_002314305.1, s__Fimenecus stercoravium, 95.0, 76.44, 0.04; GCA_017546665.1, s__Fimenecus sp017546665, 95.0, 76.32, 0.074; GCA_018712805.1, s__Fimenecus excrementavium, 95.0, 76.15, 0.084; GCA_002490525.1, s__Fimenecus sp002490525, 95.0, 76.12, 0.083; GCA_018714805.1, s__Fimenecus excrementigallinarum, 95.0, 76.11, 0.042; GCA_900545625.1, s__Fimenecus sp900545625, 95.0, 75.97, 0.052	95.71	11	0.99257	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Zape2-megahit_bin.26	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_B;s__	N/A	N/A	N/A	N/A	N/A	GCF_009192775.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_B;s__Arthrobacter_B yangruifuii	83.05	0.762	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_B;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_018622995.1, s__Arthrobacter_B sp018622995, 95.0, 80.79, 0.611; GCA_900016675.1, s__Arthrobacter_B saudimassiliensis, 95.0, 80.69, 0.626; GCF_009193255.1, s__Arthrobacter_B koreensis, 95.0, 80.53, 0.529; GCF_018866305.1, s__Arthrobacter_B sp002929435, 95.0, 80.44, 0.585; GCF_009192735.1, s__Arthrobacter_B gandavensis, 95.0, 80.42, 0.564; GCF_009192745.1, s__Arthrobacter_B citreus, 95.0, 80.19, 0.526; GCF_014836875.1, s__Arthrobacter_B sp014836875, 95.0, 79.94, 0.522; GCF_001552075.1, s__Arthrobacter_B luteolus, 95.0, 79.93, 0.536; GCF_014836775.1, s__Arthrobacter_B sp014836775, 95.0, 79.85, 0.537; GCF_015355785.1, s__Arthrobacter_B gandavensis_A, 95.0, 79.84, 0.544; GCF_001307035.1, s__Arthrobacter_B sp001307035, 95.0, 79.71, 0.504	69.46	11	0.97662	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Zape2-megahit_bin.27	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae	GCA_000271405.2	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae	99.17	0.714	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Zape2-megahit_bin.28	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_B;s__Arthrobacter_B koreensis	GCF_009193255.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_B;s__Arthrobacter_B koreensis	98.72	0.967	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Zape2-megahit_bin.29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	97.02	0.878	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Zape2-megahit_bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	GCF_000296465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	98.11	0.941	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Zape2-megahit_bin.30	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900556555	GCA_900556555.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900556555	95.61	0.619	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Zape2-megahit_bin.31	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	N/A	N/A	N/A	N/A	N/A	GCF_000156175.1	95.0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	92.97	0.909	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900551665.1, s__Collinsella sp900551665, 95.0, 92.34, 0.81; GCF_000156215.1, s__Collinsella stercoris, 95.0, 82.19, 0.682; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 81.98, 0.675; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 81.82, 0.653; GCF_008014645.1, s__Collinsella sp008014645, 95.0, 80.03, 0.46; GCF_900119895.1, s__Collinsella phocaeensis, 95.0, 79.92, 0.474; GCA_900555555.1, s__Collinsella sp900555555, 95.0, 79.8, 0.241; GCA_900555585.1, s__Collinsella sp900555585, 95.0, 79.77, 0.291; GCF_900199705.1, s__Collinsella provencensis, 95.0, 79.54, 0.391; GCA_900548365.1, s__Collinsella sp900548365, 95.0, 79.38, 0.431; GCA_900554645.1, s__Collinsella sp900554645, 95.0, 78.9, 0.153; GCA_900548815.1, s__Collinsella sp900548815, 95.0, 78.84, 0.296; GCF_016900375.1, s__Collinsella sp002305035, 95.0, 78.73, 0.434; GCF_900046475.1, s__Collinsella ihuae, 95.0, 78.73, 0.409; GCA_900554905.1, s__Collinsella sp900554905, 95.0183, 78.71, 0.226; GCA_900547835.1, s__Collinsella sp900547835, 95.0, 78.65, 0.307; GCF_000225705.1, s__Collinsella tanakaei, 95.0, 78.56, 0.38; GCA_900761085.1, s__Collinsella sp900761085, 95.0, 78.48, 0.27; GCA_900761035.1, s__Collinsella sp900761035, 95.0, 78.47, 0.255; GCA_019117005.1, s__Collinsella stercoripullorum, 95.0, 78.46, 0.449; GCA_900539035.1, s__Collinsella sp900539035, 95.0, 78.43, 0.332; GCA_900556205.1, s__Collinsella sp900556205, 95.0, 78.42, 0.201; GCF_019131995.1, s__Collinsella aerofaciens_S, 95.0, 78.41, 0.35; GCA_900549745.1, s__Collinsella sp900549745, 95.1078, 78.4, 0.296; GCA_015062655.1, s__Collinsella sp015062655, 95.0, 78.38, 0.412; GCA_900540985.1, s__Collinsella sp900540985, 95.0011, 78.37, 0.328; GCA_900541795.1, s__Collinsella sp900541795, 95.0323, 78.36, 0.325; GCA_900764025.1, s__Collinsella sp900764025, 95.0, 78.36, 0.19; GCA_905215835.1, s__Collinsella sp905215835, 95.0274, 78.34, 0.285; GCA_900755685.1, s__Collinsella sp900755685, 95.1616, 78.33, 0.285; GCA_900543515.1, s__Collinsella sp900543515, 95.1148, 78.32, 0.369; GCA_900549535.1, s__Collinsella sp900549535, 95.0, 78.31, 0.303; GCF_016902615.1, s__Collinsella tanakaei_A, 95.0, 78.3, 0.431; GCA_900765115.1, s__Collinsella sp900765115, 95.0, 78.29, 0.339; GCA_905199225.1, s__Collinsella sp900554665, 95.0, 78.28, 0.318; GCA_900552755.1, s__Collinsella sp900552755, 95.0, 78.25, 0.285; GCA_900751695.1, s__Collinsella sp900751695, 95.0, 78.25, 0.31; GCF_015546965.1, s__Collinsella aerofaciens_X, 95.0, 78.24, 0.332; GCA_900541875.1, s__Collinsella sp900541875, 95.0, 78.24, 0.35; GCA_900547285.1, s__Collinsella sp900547285, 95.0, 78.22, 0.314; GCA_900549185.1, s__Collinsella sp900549185, 95.0, 78.21, 0.292; GCA_900553165.1, s__Collinsella sp900553165, 95.0, 78.21, 0.237; GCA_900540995.1, s__Collinsella sp900540995, 95.0, 78.21, 0.343; GCA_900551365.1, s__Collinsella sp900551365, 95.0, 78.2, 0.336; GCA_900551185.1, s__Collinsella sp900551185, 95.0395, 78.19, 0.23; GCA_900544645.1, s__Collinsella sp900544645, 95.0848, 78.18, 0.288; GCA_900754435.1, s__Collinsella sp900754435, 95.0561, 78.18, 0.23; GCA_900761995.1, s__Collinsella sp900761995, 95.0, 78.17, 0.314; GCA_018376905.1, s__Collinsella sp018376905, 95.0, 78.16, 0.328; GCA_900544465.1, s__Collinsella sp900544465, 95.0579, 78.15, 0.277; GCA_905214435.1, s__Collinsella sp905214435, 95.174, 78.15, 0.35; GCA_900541885.1, s__Collinsella sp900541885, 95.0, 78.14, 0.328; GCA_900752015.1, s__Collinsella sp900752015, 95.1642, 78.14, 0.321; GCA_900765185.1, s__Collinsella sp900765185, 95.0, 78.14, 0.274; GCA_900547025.1, s__Collinsella sp900547025, 95.0, 78.13, 0.303; GCA_900761615.1, s__Collinsella sp900761615, 95.0, 78.13, 0.307; GCA_900760215.1, s__Collinsella sp900760215, 95.0, 78.13, 0.314; GCA_900540935.1, s__Collinsella sp900540935, 95.0, 78.12, 0.332; GCF_015548375.1, s__Collinsella aerofaciens_AB, 95.0275, 78.12, 0.343; GCA_900554495.1, s__Collinsella sp900554495, 95.0, 78.11, 0.259; GCA_900548565.1, s__Collinsella sp900548565, 95.0, 78.1, 0.277; GCA_900546775.1, s__Collinsella sp900546775, 95.4675, 78.09, 0.303; GCA_900551555.1, s__Collinsella sp900551555, 95.1179, 78.09, 0.292; GCA_900542305.1, s__Collinsella sp900542305, 95.0, 78.09, 0.358; GCA_900541035.1, s__Collinsella sp900541035, 95.0, 78.04, 0.339; GCA_905210085.1, s__Collinsella sp905210085, 95.0, 78.04, 0.31; GCA_900550195.1, s__Collinsella sp900550195, 95.1628, 78.04, 0.321; GCA_900541235.1, s__Collinsella sp900541235, 95.0, 78.02, 0.336; GCA_900760245.1, s__Collinsella sp900760245, 95.0, 78.02, 0.285; GCA_008671135.1, s__Collinsella aerofaciens_J, 95.2147, 78.01, 0.321; GCA_900761945.1, s__Collinsella sp900761945, 95.0, 78.01, 0.223; GCA_900759565.1, s__Collinsella sp900759565, 95.0, 78.01, 0.307; GCA_018378775.1, s__Collinsella sp018378775, 95.0, 78.01, 0.307; GCF_009876115.1, s__Collinsella aerofaciens_N, 95.0, 78.01, 0.376; GCA_900758885.1, s__Collinsella sp900758885, 95.0066, 78.01, 0.325; GCA_900758845.1, s__Collinsella sp900758845, 95.0, 78.0, 0.288; GCA_900543605.1, s__Collinsella sp900543605, 95.0, 78.0, 0.303; GCA_900549195.1, s__Collinsella sp900549195, 95.0, 77.99, 0.277; GCA_900541205.1, s__Collinsella sp900541205, 95.0, 77.99, 0.318; GCA_900760905.1, s__Collinsella sp900760905, 95.0, 77.99, 0.347; GCA_900541135.1, s__Collinsella sp900541135, 95.0, 77.99, 0.325; GCF_902501965.1, s__Collinsella sp900556495, 95.0, 77.98, 0.401; GCA_018373675.1, s__Collinsella sp018373675, 95.0912, 77.98, 0.321; GCF_015555045.1, s__Collinsella aerofaciens_W, 95.0, 77.95, 0.339; GCA_900541125.1, s__Collinsella sp900541125, 95.2242, 77.94, 0.358; GCA_900541055.1, s__Collinsella sp900541055, 95.001, 77.93, 0.328; GCA_900751665.1, s__Collinsella sp900751665, 95.0, 77.92, 0.252; GCA_900550205.1, s__Collinsella sp900550205, 95.0, 77.9, 0.277; GCA_902363125.1, s__Collinsella sp902363125, 95.0, 77.87, 0.347; GCA_905215755.1, s__Collinsella sp905215755, 95.0833, 77.86, 0.332; GCA_905215225.1, s__Collinsella sp905215225, 95.0, 77.85, 0.226; GCA_002437815.1, s__Collinsella sp002437815, 95.0, 77.82, 0.343; GCF_018785245.1, s__Collinsella aerofaciens_AD, 95.1928, 77.81, 0.354; GCA_900549065.1, s__Collinsella sp900549065, 95.1036, 77.77, 0.321; GCF_900176655.1, s__Collinsella vaginalis, 95.0, 77.76, 0.325; GCA_900554255.1, s__Collinsella sp900554255, 95.0, 77.71, 0.248; GCA_900754385.1, s__Collinsella sp900754385, 95.0, 77.53, 0.215; GCF_900155365.1, s__Collinsella bouchesdurhonensis, 95.0, 77.11, 0.204; GCA_900556365.1, s__Collinsella sp900556365, 95.0, 76.86, 0.201	46.41	11	0.99673	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Zape2-megahit_bin.32	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp000437595	GCA_000437595.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp000437595	96.3	0.904	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Zape2-megahit_bin.33	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__	N/A	N/A	N/A	N/A	N/A	GCA_000980705.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000980705	85.06	0.751	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000468015.1, s__Ruminococcus_C callidus, 95.0, 82.18, 0.765; GCA_900545285.1, s__Ruminococcus_C sp900545285, 95.0, 79.72, 0.432; GCA_000437175.1, s__Ruminococcus_C sp000437175, 95.0, 79.53, 0.478; GCA_000433635.1, s__Ruminococcus_C sp000433635, 95.0, 77.09, 0.162; GCA_000437255.1, s__Ruminococcus_C sp000437255, 95.0, 77.08, 0.136; GCA_017623515.1, s__Ruminococcus_C sp017623515, 95.0, 76.79, 0.053; GCA_017480865.1, s__Ruminococcus_C sp017480865, 95.0, 76.64, 0.133; GCA_016297675.1, s__Ruminococcus_C sp016297675, 95.0, 76.47, 0.101; GCA_900765125.1, s__Ruminococcus_C sp900765125, 95.0, 76.33, 0.032; GCA_017472145.1, s__Ruminococcus_C sp017472145, 95.0, 76.26, 0.157; GCA_017465305.1, s__Ruminococcus_C sp017465305, 95.0, 75.99, 0.032; GCA_910579955.1, s__Ruminococcus_C sp910579955, 95.0, 75.7, 0.041; GCA_900770195.1, s__Ruminococcus_C sp900770195, 95.0, 75.12, 0.012	59.49	11	0.99441	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Zape2-megahit_bin.34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	GCF_002834235.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	96.96	0.979	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Zape2-megahit_bin.35	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	GCF_000392875.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	98.78	0.912	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Zape2-megahit_bin.36	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_018713285.1, s__Faecousia excrementigallinarum, 95.0, 93.35, 0.698; GCA_018712825.1, s__Faecousia excrementipullorum, 95.0, 91.76, 0.741; GCA_004562395.1, s__Faecousia sp004562395, 95.0, 78.97, 0.221; GCA_900762245.1, s__Faecousia sp900762245, 95.0, 78.94, 0.203; GCA_018715835.1, s__Faecousia intestinavium, 95.0, 78.94, 0.267; GCA_004555705.1, s__Faecousia sp004555705, 95.0, 78.83, 0.268; GCA_017461445.1, s__Faecousia sp017461445, 95.0, 78.74, 0.248; GCA_000434635.1, s__Faecousia sp000434635, 95.0, 78.73, 0.245; GCA_017501695.1, s__Faecousia sp017501695, 95.0, 78.7, 0.24; GCA_018712645.1, s__Faecousia faecavium, 95.0, 78.69, 0.246; GCA_900546075.1, s__Faecousia sp900546075, 95.0, 78.66, 0.248; GCA_017457285.1, s__Faecousia sp017457285, 95.0, 78.6, 0.289; GCA_900763965.1, s__Faecousia sp900763965, 95.0, 78.59, 0.268; GCA_900544945.1, s__Faecousia sp900544945, 95.0, 78.5, 0.266; GCA_015068125.1, s__Faecousia sp015068125, 95.0, 78.49, 0.248; GCA_015067945.1, s__Faecousia sp015067945, 95.0, 78.49, 0.174; GCA_017465745.1, s__Faecousia sp017465745, 95.0, 78.45, 0.206; GCA_017506735.1, s__Faecousia sp017506735, 95.0, 78.43, 0.214; GCA_002436765.1, s__Faecousia sp002436765, 95.0, 78.42, 0.238; GCA_017398625.1, s__Faecousia sp017398625, 95.0, 78.4, 0.215; GCA_002362625.1, s__Faecousia sp002362625, 95.0, 78.39, 0.239; GCA_900554625.1, s__Faecousia sp900554625, 95.0, 78.37, 0.207; GCA_905205195.1, s__Faecousia sp900762935, 95.0, 78.36, 0.245; GCA_017398105.1, s__Faecousia sp017398105, 95.0, 78.36, 0.212; GCA_017473225.1, s__Faecousia sp017473225, 95.0, 78.32, 0.242; GCA_900544405.1, s__Faecousia sp900544405, 95.0, 78.22, 0.268; GCA_017621795.1, s__Faecousia sp017621795, 95.0, 78.2, 0.115; GCA_017456645.1, s__Faecousia sp017456645, 95.0, 78.19, 0.191; GCA_015068135.1, s__Faecousia sp015068135, 95.0, 78.15, 0.174; GCA_017622295.1, s__Faecousia sp017622295, 95.0, 78.14, 0.209; GCA_015067845.1, s__Faecousia sp015067845, 95.0, 78.12, 0.184; GCA_015067545.1, s__Faecousia sp015067545, 95.0, 78.1, 0.209; GCA_017398725.1, s__Faecousia sp017398725, 95.0, 78.06, 0.169; GCA_002493965.1, s__Faecousia sp002493965, 95.0, 78.05, 0.237; GCA_017452505.1, s__Faecousia sp017452505, 95.0, 78.03, 0.163; GCA_015068175.1, s__Faecousia sp015068175, 95.0, 78.03, 0.176; GCA_017381835.1, s__Faecousia sp017381835, 95.0, 78.02, 0.152; GCA_018715805.1, s__Faecousia intestinigallinarum, 95.0, 77.97, 0.219; GCA_017482385.1, s__Faecousia sp017482385, 95.0, 77.96, 0.196; GCA_017624715.1, s__Faecousia sp017624715, 95.0, 77.96, 0.185; GCA_017452605.1, s__Faecousia sp017452605, 95.0, 77.92, 0.236; GCA_015067935.1, s__Faecousia sp015067935, 95.0, 77.92, 0.178; GCA_017436955.1, s__Faecousia sp017436955, 95.0, 77.9, 0.212; GCA_017632035.1, s__Faecousia sp017632035, 95.0, 77.86, 0.184; GCA_017547505.1, s__Faecousia sp017547505, 95.0, 77.84, 0.188; GCA_017435525.1, s__Faecousia sp017435525, 95.0, 77.83, 0.226; GCA_017505505.1, s__Faecousia sp017505505, 95.0, 77.83, 0.197; GCA_015067605.1, s__Faecousia sp015067605, 95.0, 77.82, 0.201; GCA_017939025.1, s__Faecousia sp017939025, 95.0, 77.81, 0.143; GCA_017537045.1, s__Faecousia sp017537045, 95.0, 77.8, 0.124; GCA_017435615.1, s__Faecousia sp017435615, 95.0, 77.79, 0.16; GCA_017415425.1, s__Faecousia sp017415425, 95.0, 77.77, 0.197; GCA_017437095.1, s__Faecousia sp017437095, 95.0, 77.77, 0.225; GCA_015068305.1, s__Faecousia sp015068305, 95.0, 77.75, 0.232; GCA_017502265.1, s__Faecousia sp017502265, 95.0, 77.75, 0.241; GCA_017416325.1, s__Faecousia sp017416325, 95.0, 77.73, 0.169; GCA_015068165.1, s__Faecousia sp015068165, 95.0, 77.7, 0.19; GCA_017435245.1, s__Faecousia sp017435245, 95.0, 77.61, 0.161; GCA_017466215.1, s__Faecousia sp017466215, 95.0, 77.61, 0.196; GCA_017436785.1, s__Faecousia sp017436785, 95.0, 77.61, 0.196; GCA_017631155.1, s__Faecousia sp017631155, 95.0, 77.6, 0.174; GCA_017516785.1, s__Faecousia sp017516785, 95.0, 77.59, 0.18; GCA_015067665.1, s__Faecousia sp015067665, 95.0, 77.59, 0.131; GCA_017409205.1, s__Faecousia sp017409205, 95.0, 77.58, 0.186; GCA_015068155.1, s__Faecousia sp015068155, 95.0, 77.58, 0.197; GCA_017397565.1, s__Faecousia sp017397565, 95.0, 77.54, 0.156; GCA_017521485.1, s__Faecousia sp017521485, 95.0, 77.52, 0.234; GCA_900769845.1, s__Faecousia sp900769845, 95.0, 77.48, 0.152; GCA_017507425.1, s__Faecousia sp017507425, 95.0, 77.47, 0.18; GCA_017456105.1, s__Faecousia sp017456105, 95.0, 77.45, 0.233; GCA_017416245.1, s__Faecousia sp017416245, 95.0, 77.43, 0.173; GCA_017936985.1, s__Faecousia sp017936985, 95.0, 77.42, 0.134; GCA_015067495.1, s__Faecousia sp015067495, 95.0, 77.42, 0.172; GCA_017555395.1, s__Faecousia sp017555395, 95.0, 77.41, 0.191; GCA_017508045.1, s__Faecousia sp017508045, 95.0, 77.41, 0.155; GCA_017630495.1, s__Faecousia sp017630495, 95.0, 77.36, 0.173; GCA_015068225.1, s__Faecousia sp015068225, 95.0, 77.36, 0.222; GCA_015068495.1, s__Faecousia sp015068495, 95.0, 77.35, 0.186; GCA_017408725.1, s__Faecousia sp017408725, 95.0, 77.35, 0.127; GCA_017521875.1, s__Faecousia sp017521875, 95.0, 77.34, 0.155; GCA_017473455.1, s__Faecousia sp017473455, 95.0, 77.3, 0.166; GCA_017561205.1, s__Faecousia sp017561205, 95.0, 77.3, 0.191; GCA_017410075.1, s__Faecousia sp017410075, 95.0, 77.27, 0.218; GCA_017436035.1, s__Faecousia sp017436035, 95.0, 77.26, 0.187; GCA_017380435.1, s__Faecousia sp017380435, 95.0, 77.26, 0.168; GCA_017465625.1, s__Faecousia sp017465625, 95.0, 77.2, 0.136; GCA_015067785.1, s__Faecousia sp015067785, 95.0, 77.19, 0.13; GCA_015067635.1, s__Faecousia sp015067635, 95.0, 77.18, 0.17; GCA_017411905.1, s__Faecousia sp017411905, 95.0, 77.17, 0.202; GCA_017548065.1, s__Faecousia sp017548065, 95.0, 77.12, 0.127; GCA_015067835.1, s__Faecousia sp015067835, 95.0, 77.11, 0.158; GCA_900769835.1, s__Faecousia sp900769835, 95.0, 77.07, 0.176; GCA_017620525.1, s__Faecousia sp017620525, 95.0, 77.05, 0.136; GCA_017440925.1, s__Faecousia sp017440925, 95.0, 77.05, 0.151; GCA_017466665.1, s__Faecousia sp017466665, 95.0, 77.03, 0.151; GCA_017624645.1, s__Faecousia sp017624645, 95.0, 77.03, 0.211; GCA_017646545.1, s__Faecousia sp017646545, 95.0, 77.0, 0.205; GCA_017399325.1, s__Faecousia sp017399325, 95.0, 76.89, 0.145; GCA_017516925.1, s__Faecousia sp017516925, 95.0, 76.87, 0.194; GCA_017549125.1, s__Faecousia sp017549125, 95.0, 76.74, 0.116	66.48	11	0.99298	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Zape2-megahit_bin.37	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055	GCA_008681155.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055	95.21	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
