Sample_ID	Prediction_tool	Contig_ID	Product_class	BGC_probability	BGC_complete	BGC_start	BGC_end	BGC_length	CDS_ID	CDS_count	PFAM_domains	MIBiG_ID	InterPro_ID
UT30	antiSMASH	NODE_17456_length_13192_cov_542.5	NI-siderophore	NA	No	1	13192	13193	NA;NPIGKJ_2495825;NPIGKJ_2495830;NPIGKJ_2495835;NPIGKJ_2495840;NPIGKJ_2495845;NPIGKJ_2495850;NPIGKJ_2495855;NPIGKJ_2495860;NPIGKJ_2495865	9	IucA_IucC;IucA_IucC;IucA_IucC	NA	NA
UT30	antiSMASH	NODE_17466_length_13184_cov_32.0	Lanthipeptide-class-ii	NA	No	1	13184	13185	NA;NPIGKJ_2496395;NPIGKJ_2496400;NPIGKJ_2496405;NPIGKJ_2496410;NPIGKJ_2496415;NPIGKJ_2496420;NPIGKJ_2496425;NPIGKJ_2496430;NPIGKJ_2496435;NPIGKJ_2496440;NPIGKJ_2496445;NPIGKJ_2496450;NPIGKJ_2496455;NPIGKJ_2496460	14	DUF4135;LANC_like	NA	NA
UT30	antiSMASH	NODE_174_length_143083_cov_80.2	RRE-containing	NA	No	1	13958	13959	NA;NPIGKJ_155020;NPIGKJ_155025;NPIGKJ_155030;NPIGKJ_155035;NPIGKJ_155040;NPIGKJ_155045;NPIGKJ_155050;NPIGKJ_155055;NPIGKJ_155060;NPIGKJ_155065;NPIGKJ_155070;NPIGKJ_155075	12	PF05402;Stand_Alone_Lasso_RRE	NA	NA
UT30	antiSMASH	NODE_17597_length_13115_cov_48.0	Cyclic-lactone-autoinducer	NA	No	1	13115	13116	NA;NPIGKJ_2504220;NPIGKJ_2504225;NPIGKJ_2504230;NPIGKJ_2504235;NPIGKJ_2504240;NPIGKJ_2504245;NPIGKJ_2504250;NPIGKJ_2504255;NPIGKJ_2504260;NPIGKJ_2504265;NPIGKJ_2504270;NPIGKJ_2504275;NPIGKJ_2504280;NPIGKJ_2504285;NPIGKJ_2504290	15	TIGR04223;AgrB	NA	NA
UT30	antiSMASH	NODE_1762_length_56711_cov_20.5	Ranthipeptide	NA	No	3405	25227	21824	NA;NPIGKJ_745685;NPIGKJ_745690;NPIGKJ_745695;NPIGKJ_745700;NPIGKJ_745705;NPIGKJ_745710;NPIGKJ_745715;NPIGKJ_745720;NPIGKJ_745725;NPIGKJ_745730;NPIGKJ_745735;NPIGKJ_745740;NPIGKJ_745745;NPIGKJ_745750;NPIGKJ_745755;NPIGKJ_745760;NPIGKJ_745765;NPIGKJ_745770;NPIGKJ_745775;NPIGKJ_745780;NPIGKJ_745785;NPIGKJ_745790;NPIGKJ_745795	23	Wzy_C;CTP_transf_like;Aminotran_5;TIGR03973;SCIFF;Ranthipeptide_rSAM_RRE;Fer4_12;PF04055;TIGR04085;Aminotran_1_2	NA	NA
UT30	antiSMASH	NODE_17747_length_13022_cov_30.1	NRPS-like	NA	No	1	13022	13023	NA;NPIGKJ_2513125;NPIGKJ_2513130;NPIGKJ_2513135;NPIGKJ_2513140;NPIGKJ_2513145;NPIGKJ_2513150	6	AMP-binding;PP-binding	NA	NA
UT30	antiSMASH	NODE_17779_length_13003_cov_41.1	Cyclic-lactone-autoinducer	NA	No	1	10961	10962	NA;NPIGKJ_2514955;NPIGKJ_2514960;NPIGKJ_2514965;NPIGKJ_2514970;NPIGKJ_2514975;NPIGKJ_2514980;NPIGKJ_2514985;NPIGKJ_2514990;NPIGKJ_2514995;NPIGKJ_2515000	10	AgrB;GATase_7;Asn_synthase	NA	NA
UT30	antiSMASH	NODE_1785_length_56289_cov_44.3	Cyclic-lactone-autoinducer	NA	No	4181	24786	20607	NA;NPIGKJ_751650;NPIGKJ_751655;NPIGKJ_751660;NPIGKJ_751665;NPIGKJ_751670;NPIGKJ_751675;NPIGKJ_751680;NPIGKJ_751685;NPIGKJ_751690;NPIGKJ_751695;NPIGKJ_751700;NPIGKJ_751705;NPIGKJ_751710;NPIGKJ_751715;NPIGKJ_751720;NPIGKJ_751725;NPIGKJ_751730;NPIGKJ_751735;NPIGKJ_751740;NPIGKJ_751745;NPIGKJ_751750;NPIGKJ_751755;NPIGKJ_751760;NPIGKJ_751765	24	Glycos_transf_4;AgrB	NA	NA
UT30	antiSMASH	NODE_17870_length_12954_cov_64.9	Cyclic-lactone-autoinducer	NA	No	1	12954	12955	NA;NPIGKJ_2520460;NPIGKJ_2520465;NPIGKJ_2520470;NPIGKJ_2520475;NPIGKJ_2520480;NPIGKJ_2520485;NPIGKJ_2520490;NPIGKJ_2520495;NPIGKJ_2520500;NPIGKJ_2520505;NPIGKJ_2520510;NPIGKJ_2520515;NPIGKJ_2520520;NPIGKJ_2520525;NPIGKJ_2520530;NPIGKJ_2520535;NPIGKJ_2520540;NPIGKJ_2520545;NPIGKJ_2520550	19	TIGR04223;AgrB	NA	NA
UT30	antiSMASH	NODE_178_length_142329_cov_98.2	RRE-containing	NA	Yes	117364	137789	20427	NA;NPIGKJ_157890;NPIGKJ_157895;NPIGKJ_157900;NPIGKJ_157905;NPIGKJ_157910;NPIGKJ_157915;NPIGKJ_157920;NPIGKJ_157925;NPIGKJ_157930;NPIGKJ_157935;NPIGKJ_157940;NPIGKJ_157945;NPIGKJ_157950;NPIGKJ_157955	14	Peptidase_S8;PF05402;Stand_Alone_Lasso_RRE	NA	NA
UT30	antiSMASH	NODE_1790_length_56171_cov_416.4	Cyclic-lactone-autoinducer	NA	No	39009	56171	17164	NA;NPIGKJ_753225;NPIGKJ_753230;NPIGKJ_753235;NPIGKJ_753240;NPIGKJ_753245;NPIGKJ_753250;NPIGKJ_753255;NPIGKJ_753260;NPIGKJ_753265;NPIGKJ_753270;NPIGKJ_753275;NPIGKJ_753280;NPIGKJ_753285;NPIGKJ_753290;NPIGKJ_753295;NPIGKJ_753300;NPIGKJ_753305;NPIGKJ_753310;NPIGKJ_753315;NPIGKJ_753320	20	adh_short;AgrB;TIGR04223	NA	NA
UT30	antiSMASH	NODE_18022_length_12860_cov_21.7	Arylpolyene	NA	No	1	12860	12861	NA;NPIGKJ_2529725;NPIGKJ_2529730;NPIGKJ_2529735;NPIGKJ_2529740;NPIGKJ_2529745;NPIGKJ_2529750;NPIGKJ_2529755;NPIGKJ_2529760;NPIGKJ_2529765;NPIGKJ_2529770	10	APE_KS2;PP-binding;APE_KS2;Glycos_transf_2	NA	NA
UT30	antiSMASH	NODE_18057_length_12837_cov_21.5	T3PKS	NA	No	1	12837	12838	NA;NPIGKJ_2531955;NPIGKJ_2531960;NPIGKJ_2531965;NPIGKJ_2531970;NPIGKJ_2531975;NPIGKJ_2531980;NPIGKJ_2531985;NPIGKJ_2531990;NPIGKJ_2531995;NPIGKJ_2532000;NPIGKJ_2532005;NPIGKJ_2532010	12	Chal_sti_synt_N;Chal_sti_synt_C;TPP_enzyme_N;TPP_enzyme_C	NA	NA
UT30	antiSMASH	NODE_18096_length_12810_cov_158.6	RiPP-like	NA	No	5204	12810	7608	NA;NPIGKJ_2534385;NPIGKJ_2534390;NPIGKJ_2534395;NPIGKJ_2534400;NPIGKJ_2534405;NPIGKJ_2534410;NPIGKJ_2534415;NPIGKJ_2534420;NPIGKJ_2534425;NPIGKJ_2534430;NPIGKJ_2534435;NPIGKJ_2534440	12	YcaO	NA	NA
UT30	antiSMASH	NODE_1815_length_55812_cov_431.1	RRE-containing	NA	No	40848	55812	14966	NA;NPIGKJ_759300;NPIGKJ_759305;NPIGKJ_759310;NPIGKJ_759315;NPIGKJ_759320;NPIGKJ_759325;NPIGKJ_759330;NPIGKJ_759335;NPIGKJ_759340;NPIGKJ_759345;NPIGKJ_759350;NPIGKJ_759355;NPIGKJ_759360;NPIGKJ_759365;NPIGKJ_759370;NPIGKJ_759375;NPIGKJ_759380;NPIGKJ_759385	18	NTP_transf_5;PF05402;Stand_Alone_Lasso_RRE	NA	NA
UT30	antiSMASH	NODE_1817_length_55798_cov_239.9	Cyclic-lactone-autoinducer	NA	No	39857	55798	15943	NA;NPIGKJ_759875;NPIGKJ_759880;NPIGKJ_759885;NPIGKJ_759890;NPIGKJ_759895;NPIGKJ_759900;NPIGKJ_759905;NPIGKJ_759910;NPIGKJ_759915;NPIGKJ_759920;NPIGKJ_759925;NPIGKJ_759930;NPIGKJ_759935;NPIGKJ_759940;NPIGKJ_759945;NPIGKJ_759950;NPIGKJ_759955;NPIGKJ_759960	18	TIGR04223;AgrB	NA	NA
UT30	antiSMASH	NODE_1823_length_55710_cov_30.3	Ranthipeptide	NA	No	1	21052	21053	NA;NPIGKJ_761220;NPIGKJ_761225;NPIGKJ_761230;NPIGKJ_761235;NPIGKJ_761240;NPIGKJ_761245;NPIGKJ_761250;NPIGKJ_761255;NPIGKJ_761260;NPIGKJ_761265;NPIGKJ_761270;NPIGKJ_761275;NPIGKJ_761280;NPIGKJ_761285;NPIGKJ_761290	15	Ranthipeptide_rSAM_RRE;Fer4_12;PF04055;TIGR04085;SPASM;PF04055	NA	NA
UT30	antiSMASH	NODE_18284_length_12707_cov_16.9	Ranthipeptide	NA	No	1	12707	12708	NA;NPIGKJ_2545525;NPIGKJ_2545530;NPIGKJ_2545535;NPIGKJ_2545540;NPIGKJ_2545545;NPIGKJ_2545550;NPIGKJ_2545555;NPIGKJ_2545560;NPIGKJ_2545565;NPIGKJ_2545570;NPIGKJ_2545575;NPIGKJ_2545580	12	Ranthipeptide_rSAM_RRE;Quinohemoprotein_rSAM_RRE;Fer4_12;PF04055;TIGR04085	NA	NA
UT30	antiSMASH	NODE_18381_length_12651_cov_443.9	Cyclic-lactone-autoinducer	NA	No	1	12651	12652	NA;NPIGKJ_2551180;NPIGKJ_2551185;NPIGKJ_2551190;NPIGKJ_2551195;NPIGKJ_2551200;NPIGKJ_2551205;NPIGKJ_2551210;NPIGKJ_2551215;NPIGKJ_2551220;NPIGKJ_2551225;NPIGKJ_2551230;NPIGKJ_2551235;NPIGKJ_2551240	13	AgrB	NA	NA
UT30	antiSMASH	NODE_18432_length_12622_cov_40.5	Terpene	NA	No	1	12622	12623	NA;NPIGKJ_2554150;NPIGKJ_2554155;NPIGKJ_2554160;NPIGKJ_2554165;NPIGKJ_2554170;NPIGKJ_2554175;NPIGKJ_2554180;NPIGKJ_2554185;NPIGKJ_2554190;NPIGKJ_2554195;NPIGKJ_2554200;NPIGKJ_2554205;NPIGKJ_2554210;NPIGKJ_2554215;NPIGKJ_2554220	15	ubiA;phytoene_synt;Glycos_transf_2;Aldedh	NA	NA
UT30	antiSMASH	NODE_18448_length_12614_cov_157.0	Cyclic-lactone-autoinducer	NA	No	1	12614	12615	NA;NPIGKJ_2555175;NPIGKJ_2555180;NPIGKJ_2555185;NPIGKJ_2555190;NPIGKJ_2555195;NPIGKJ_2555200;NPIGKJ_2555205;NPIGKJ_2555210;NPIGKJ_2555215;NPIGKJ_2555220;NPIGKJ_2555225;NPIGKJ_2555230;NPIGKJ_2555235;NPIGKJ_2555240;NPIGKJ_2555245	15	AgrB;TIGR04223	NA	NA
UT30	antiSMASH	NODE_18455_length_12611_cov_37.7	Cyclic-lactone-autoinducer	NA	No	1	12611	12612	NA;NPIGKJ_2555595;NPIGKJ_2555600;NPIGKJ_2555605;NPIGKJ_2555610;NPIGKJ_2555615;NPIGKJ_2555620;NPIGKJ_2555625;NPIGKJ_2555630;NPIGKJ_2555635;NPIGKJ_2555640;NPIGKJ_2555645;NPIGKJ_2555650;NPIGKJ_2555655;NPIGKJ_2555660;NPIGKJ_2555665	15	AgrB;TIGR04223	NA	NA
UT30	antiSMASH	NODE_18456_length_12611_cov_569.9	Cyclic-lactone-autoinducer	NA	No	1	12611	12612	NPIGKJ_2555670;NPIGKJ_2555675;NPIGKJ_2555680;NPIGKJ_2555685;NPIGKJ_2555690;NPIGKJ_2555695;NPIGKJ_2555700;NPIGKJ_2555705;NPIGKJ_2555710;NPIGKJ_2555715;NPIGKJ_2555720;NPIGKJ_2555725;NPIGKJ_2555730;NPIGKJ_2555735;NPIGKJ_2555740	15	Peptidase_S8;Peptidase_S8;TIGR04223;AgrB	NA	NA
UT30	antiSMASH	NODE_18494_length_12590_cov_86.6	Cyclic-lactone-autoinducer	NA	No	1	12590	12591	NA;NPIGKJ_2557900;NPIGKJ_2557905;NPIGKJ_2557910;NPIGKJ_2557915;NPIGKJ_2557920;NPIGKJ_2557925;NPIGKJ_2557930;NPIGKJ_2557935;NPIGKJ_2557940;NPIGKJ_2557945;NPIGKJ_2557950;NPIGKJ_2557955	12	PF00561;Abhydrolase_6;Peptidase_S41;TIGR04223;AgrB;GATase_7;Asn_synthase	NA	NA
UT30	antiSMASH	NODE_18495_length_12590_cov_77.3	Cyclic-lactone-autoinducer	NA	No	1	12590	12591	NPIGKJ_2557960;NPIGKJ_2557965;NPIGKJ_2557970;NPIGKJ_2557975;NPIGKJ_2557980;NPIGKJ_2557985;NPIGKJ_2557990;NPIGKJ_2557995;NPIGKJ_2558000;NPIGKJ_2558005;NPIGKJ_2558010;NPIGKJ_2558015;NPIGKJ_2558020;NPIGKJ_2558025;NPIGKJ_2558030	15	PF04055;PF04055;AgrB	NA	NA
UT30	antiSMASH	NODE_18529_length_12576_cov_45.6	Phosphonate	NA	No	159	12576	12419	NA;NPIGKJ_2560135;NPIGKJ_2560140;NPIGKJ_2560145;NPIGKJ_2560150;NPIGKJ_2560155;NPIGKJ_2560160;NPIGKJ_2560165;NPIGKJ_2560170;NPIGKJ_2560175;NPIGKJ_2560180	10	Aminotran_5;Aminotran_1_2;NTP_transf_3;TPP_enzyme_N;TPP_enzyme_C;CTP_transf_like;phosphonates;PEP_mutase;CTP_transf_like;Aminotran_5	NA	NA
UT30	antiSMASH	NODE_18584_length_12545_cov_128.8	Ranthipeptide	NA	No	848	12545	11699	NA;NPIGKJ_2563175;NPIGKJ_2563180;NPIGKJ_2563185;NPIGKJ_2563190;NPIGKJ_2563195;NPIGKJ_2563200;NPIGKJ_2563205;NPIGKJ_2563210;NPIGKJ_2563215;NPIGKJ_2563220;NPIGKJ_2563225;NPIGKJ_2563230;NPIGKJ_2563235;NPIGKJ_2563240	14	AMP-binding;PF04055;Fer4_12;Ranthipeptide_rSAM_RRE;Fer4_12;PF04055;TIGR04085	NA	NA
UT30	antiSMASH	NODE_185_length_141087_cov_37.8	Ranthipeptide	NA	Yes	50192	71713	21523	NA;NPIGKJ_162365;NPIGKJ_162370;NPIGKJ_162375;NPIGKJ_162380;NPIGKJ_162385;NPIGKJ_162390;NPIGKJ_162395;NPIGKJ_162400;NPIGKJ_162405;NPIGKJ_162410;NPIGKJ_162415;NPIGKJ_162420;NPIGKJ_162425;NPIGKJ_162430;NPIGKJ_162435;NPIGKJ_162440;NPIGKJ_162445;NPIGKJ_162450;NPIGKJ_162455	19	PF04055;Ranthipeptide_rSAM_RRE;PF04055;Fer4_12;TIGR04085;SPASM;TIGR03973;SCIFF	NA	NA
UT30	antiSMASH	NODE_18623_length_12526_cov_304.6	RiPP-like	NA	No	1	7876	7877	NA;NPIGKJ_2565425;NPIGKJ_2565430;NPIGKJ_2565435;NPIGKJ_2565440;NPIGKJ_2565445;NPIGKJ_2565450;NPIGKJ_2565455;NPIGKJ_2565460;NPIGKJ_2565465;NPIGKJ_2565470;NPIGKJ_2565475;NPIGKJ_2565480;NPIGKJ_2565485;NPIGKJ_2565490;NPIGKJ_2565495	15	Abi;Bacteriocin_II	NA	NA
UT30	antiSMASH	NODE_18688_length_12489_cov_31.7	Nucleoside	NA	No	811	12489	11680	NA;NPIGKJ_2569115;NPIGKJ_2569120;NPIGKJ_2569125;NPIGKJ_2569130;NPIGKJ_2569135;NPIGKJ_2569140;NPIGKJ_2569145;NPIGKJ_2569150;NPIGKJ_2569155	9	Fer4_12;RmlD_sub_bind;Polysacc_synt_2;Glycos_transf_1;truD	NA	NA
UT30	antiSMASH	NODE_18787_length_12437_cov_16.7	Phosphonate	NA	No	1	12437	12438	NA;NPIGKJ_2574760;NPIGKJ_2574765;NPIGKJ_2574770;NPIGKJ_2574775;NPIGKJ_2574780;NPIGKJ_2574785;NPIGKJ_2574790;NPIGKJ_2574795;NPIGKJ_2574800;NPIGKJ_2574805;NPIGKJ_2574810	11	Aminotran_1_2;Asn_synthase;NTP_transf_3;CTP_transf_like;phosphonates;PEP_mutase;RmlD_sub_bind;Polysacc_synt_2	NA	NA
UT30	antiSMASH	NODE_18843_length_12407_cov_17.9	Ranthipeptide	NA	No	1	12407	12408	NA;NPIGKJ_2578040;NPIGKJ_2578045;NPIGKJ_2578050;NPIGKJ_2578055;NPIGKJ_2578060;NPIGKJ_2578065;NPIGKJ_2578070;NPIGKJ_2578075;NPIGKJ_2578080;NPIGKJ_2578085;NPIGKJ_2578090;NPIGKJ_2578095;NPIGKJ_2578100;NPIGKJ_2578105;NPIGKJ_2578110;NPIGKJ_2578115;NPIGKJ_2578120	17	Stand_Alone_Lasso_RRE;PF05402;PqqD_RRE;Thurincin_rSAM_RRE;PF04055;Fer4_12;TIGR04085;SPASM;PF04055;Fer4_12;TIGR04085;NTP_transf_5;PP-binding	NA	NA
UT30	antiSMASH	NODE_18849_length_12406_cov_29.4	Cyclic-lactone-autoinducer	NA	No	1702	12406	10706	NA;NPIGKJ_2578395;NPIGKJ_2578400;NPIGKJ_2578405;NPIGKJ_2578410;NPIGKJ_2578415;NPIGKJ_2578420;NPIGKJ_2578425;NPIGKJ_2578430;NPIGKJ_2578435;NPIGKJ_2578440	10	AgrB	NA	NA
UT30	antiSMASH	NODE_1885_length_55023_cov_138.4	Cyclic-lactone-autoinducer	NA	No	1	19507	19508	NA;NPIGKJ_777120;NPIGKJ_777125;NPIGKJ_777130;NPIGKJ_777135;NPIGKJ_777140;NPIGKJ_777145;NPIGKJ_777150;NPIGKJ_777155;NPIGKJ_777160;NPIGKJ_777165;NPIGKJ_777170;NPIGKJ_777175;NPIGKJ_777180;NPIGKJ_777185;NPIGKJ_777190;NPIGKJ_777195;NPIGKJ_777200;NPIGKJ_777205;NPIGKJ_777210;NPIGKJ_777215;NPIGKJ_777220;NPIGKJ_777225;NPIGKJ_777230;NPIGKJ_777235;NPIGKJ_777240;NPIGKJ_777245;NPIGKJ_777250;NPIGKJ_777255;NPIGKJ_777260;NPIGKJ_777265	30	AgrB;TIGR04223	NA	NA
UT30	antiSMASH	NODE_1889_length_54997_cov_39.1	Arylpolyene	NA	No	15500	54997	39499	NA;NPIGKJ_778270;NPIGKJ_778275;NPIGKJ_778280;NPIGKJ_778285;NPIGKJ_778290;NPIGKJ_778295;NPIGKJ_778300;NPIGKJ_778305;NPIGKJ_778310;NPIGKJ_778315;NPIGKJ_778320;NPIGKJ_778325;NPIGKJ_778330;NPIGKJ_778335;NPIGKJ_778340;NPIGKJ_778345;NPIGKJ_778350;NPIGKJ_778355;NPIGKJ_778360;NPIGKJ_778365;NPIGKJ_778370;NPIGKJ_778375;NPIGKJ_778380;NPIGKJ_778385;NPIGKJ_778390;NPIGKJ_778395;NPIGKJ_778400;NPIGKJ_778405;NPIGKJ_778410;NPIGKJ_778415	30	fabH;adh_short;adh_short_C2;PP-binding;Glycos_transf_2;PP-binding;APE_KS2;t2fas	NA	NA
UT30	antiSMASH	NODE_18907_length_12372_cov_15.6	Ranthipeptide	NA	No	1	12372	12373	NA;NPIGKJ_2581740;NPIGKJ_2581745;NPIGKJ_2581750;NPIGKJ_2581755;NPIGKJ_2581760;NPIGKJ_2581765;NPIGKJ_2581770;NPIGKJ_2581775;NPIGKJ_2581780	9	Ranthipeptide_rSAM_RRE;Fer4_12;PF04055;TIGR04085;TIGR03973;SCIFF	NA	NA
UT30	antiSMASH	NODE_1903_length_54712_cov_44.6	Terpene	NA	No	29335	50153	20820	NA;NPIGKJ_781955;NPIGKJ_781960;NPIGKJ_781965;NPIGKJ_781970;NPIGKJ_781975;NPIGKJ_781980;NPIGKJ_781985;NPIGKJ_781990;NPIGKJ_781995;NPIGKJ_782000;NPIGKJ_782005;NPIGKJ_782010;NPIGKJ_782015;NPIGKJ_782020;NPIGKJ_782025;NPIGKJ_782030;NPIGKJ_782035;NPIGKJ_782040;NPIGKJ_782045;NPIGKJ_782050	20	phytoene_synt;2-Hacid_dh_C;Aminotran_5	NA	NA
UT30	antiSMASH	NODE_19050_length_12294_cov_50.0	Terpene	NA	No	1	12294	12295	NA;NPIGKJ_2589915;NPIGKJ_2589920;NPIGKJ_2589925;NPIGKJ_2589930;NPIGKJ_2589935;NPIGKJ_2589940;NPIGKJ_2589945;NPIGKJ_2589950;NPIGKJ_2589955;NPIGKJ_2589960;NPIGKJ_2589965;NPIGKJ_2589970;NPIGKJ_2589975	13	phytoene_synt	NA	NA
UT30	antiSMASH	NODE_19161_length_12243_cov_96.7	Ranthipeptide	NA	No	1	11642	11643	NA;NPIGKJ_2596180;NPIGKJ_2596185;NPIGKJ_2596190;NPIGKJ_2596195;NPIGKJ_2596200;NPIGKJ_2596205;NPIGKJ_2596210;NPIGKJ_2596215;NPIGKJ_2596220;NPIGKJ_2596225;NPIGKJ_2596230	11	TIGR03973;SCIFF;Ranthipeptide_rSAM_RRE;Fer4_12;PF04055;TIGR04085	NA	NA
UT30	antiSMASH	NODE_1924_length_54396_cov_355.3	RRE-containing	NA	Yes	27823	48089	20268	NA;NPIGKJ_787355;NPIGKJ_787360;NPIGKJ_787365;NPIGKJ_787370;NPIGKJ_787375;NPIGKJ_787380;NPIGKJ_787385;NPIGKJ_787390;NPIGKJ_787395;NPIGKJ_787400;NPIGKJ_787405;NPIGKJ_787410;NPIGKJ_787415;NPIGKJ_787420;NPIGKJ_787425;NPIGKJ_787430;NPIGKJ_787435;NPIGKJ_787440;NPIGKJ_787445;NPIGKJ_787450;NPIGKJ_787455;NPIGKJ_787460;NPIGKJ_787465	23	PALP;Fe-ADH;PF04055;Fer4_12;PF05402;Stand_Alone_Lasso_RRE;PP-binding	NA	NA
UT30	antiSMASH	NODE_19274_length_12189_cov_66.3	Ranthipeptide	NA	No	1	12189	12190	NA;NPIGKJ_2602715;NPIGKJ_2602720;NPIGKJ_2602725;NPIGKJ_2602730;NPIGKJ_2602735;NPIGKJ_2602740;NPIGKJ_2602745;NPIGKJ_2602750;NPIGKJ_2602755	9	TIGR03973;SCIFF;Ranthipeptide_rSAM_RRE;Quinohemoprotein_rSAM_RRE;Fer4_12;PF04055;TIGR04085	NA	NA
UT30	antiSMASH	NODE_1927_length_54364_cov_95.8	Cyclic-lactone-autoinducer	NA	Yes	20039	41316	21279	NA;NPIGKJ_788270;NPIGKJ_788275;NPIGKJ_788280;NPIGKJ_788285;NPIGKJ_788290;NPIGKJ_788295;NPIGKJ_788300;NPIGKJ_788305;NPIGKJ_788310;NPIGKJ_788315;NPIGKJ_788320;NPIGKJ_788325;NPIGKJ_788330;NPIGKJ_788335;NPIGKJ_788340;NPIGKJ_788345;NPIGKJ_788350;NPIGKJ_788355;NPIGKJ_788360;NPIGKJ_788365;NPIGKJ_788370;NPIGKJ_788375;NPIGKJ_788380;NPIGKJ_788385	24	AgrB	NA	NA
UT30	antiSMASH	NODE_19302_length_12176_cov_59.1	Cyclic-lactone-autoinducer	NA	No	307	12176	11871	NA;NPIGKJ_2604290;NPIGKJ_2604295;NPIGKJ_2604300;NPIGKJ_2604305;NPIGKJ_2604310;NPIGKJ_2604315;NPIGKJ_2604320;NPIGKJ_2604325	8	Peptidase_C39;TIGR04223;AgrB	NA	NA
UT30	antiSMASH	NODE_1933_length_54301_cov_92.0	RRE-containing	NA	Yes	14677	34946	20271	NA;NPIGKJ_789730;NPIGKJ_789735;NPIGKJ_789740;NPIGKJ_789745;NPIGKJ_789750;NPIGKJ_789755;NPIGKJ_789760;NPIGKJ_789765;NPIGKJ_789770;NPIGKJ_789775;NPIGKJ_789780;NPIGKJ_789785;NPIGKJ_789790;NPIGKJ_789795	14	Glycos_transf_1;RmlD_sub_bind;PF05402;Stand_Alone_Lasso_RRE	NA	NA
UT30	antiSMASH	NODE_19436_length_12111_cov_30.1	Cyclic-lactone-autoinducer	NA	No	1	12111	12112	NA;NPIGKJ_2612045;NPIGKJ_2612050;NPIGKJ_2612055;NPIGKJ_2612060;NPIGKJ_2612065;NPIGKJ_2612070;NPIGKJ_2612075;NPIGKJ_2612080;NPIGKJ_2612085;NPIGKJ_2612090;NPIGKJ_2612095;NPIGKJ_2612100;NPIGKJ_2612105;NPIGKJ_2612110;NPIGKJ_2612115	15	AgrB;TIGR04223	NA	NA
UT30	antiSMASH	NODE_19564_length_12041_cov_98.8	RRE-containing	NA	No	1	11845	11846	NA;NPIGKJ_2619375;NPIGKJ_2619380;NPIGKJ_2619385;NPIGKJ_2619390;NPIGKJ_2619395;NPIGKJ_2619400;NPIGKJ_2619405;NPIGKJ_2619410;NPIGKJ_2619415;NPIGKJ_2619420;NPIGKJ_2619425	11	PF05402;Stand_Alone_Lasso_RRE;PF04055;Fer4_12	NA	NA
UT30	antiSMASH	NODE_1956_length_54011_cov_25.7	Terpene	NA	No	9502	31469	21969	NA;NPIGKJ_795580;NPIGKJ_795585;NPIGKJ_795590;NPIGKJ_795595;NPIGKJ_795600;NPIGKJ_795605;NPIGKJ_795610;NPIGKJ_795615;NPIGKJ_795620;NPIGKJ_795625;NPIGKJ_795630;NPIGKJ_795635;NPIGKJ_795640;NPIGKJ_795645;NPIGKJ_795650;NPIGKJ_795655;NPIGKJ_795660;NPIGKJ_795665	18	Fer4_12;PF04055;terpene_cyclase;t2fas;PP-binding	NA	NA
UT30	antiSMASH	NODE_19586_length_12026_cov_22.4	Arylpolyene	NA	No	1	12026	12027	NA;NPIGKJ_2620630;NPIGKJ_2620635;NPIGKJ_2620640;NPIGKJ_2620645;NPIGKJ_2620650;NPIGKJ_2620655;NPIGKJ_2620660;NPIGKJ_2620665;NPIGKJ_2620670;NPIGKJ_2620675;NPIGKJ_2620680;NPIGKJ_2620685;NPIGKJ_2620690	13	AMP-binding;PP-binding;PP-binding;APE_KS2;adh_short	NA	NA
UT30	antiSMASH	NODE_19730_length_11958_cov_115.5	Thiopeptide	NA	No	1	11958	11959	NA;NPIGKJ_2628935;NPIGKJ_2628940;NPIGKJ_2628945;NPIGKJ_2628950;NPIGKJ_2628955;NPIGKJ_2628960;NPIGKJ_2628965;NPIGKJ_2628970;NPIGKJ_2628975;NPIGKJ_2628980;NPIGKJ_2628985;NPIGKJ_2628990	12	Fer4_12;PF04055;TIGR04085;TIGR03975;YcaO	NA	NA
UT30	antiSMASH	NODE_19768_length_11942_cov_408.9	T3PKS	NA	No	1	11942	11943	NA;NPIGKJ_2631065;NPIGKJ_2631070;NPIGKJ_2631075;NPIGKJ_2631080;NPIGKJ_2631085;NPIGKJ_2631090;NPIGKJ_2631095;NPIGKJ_2631100;NPIGKJ_2631105;NPIGKJ_2631110;NPIGKJ_2631115;NPIGKJ_2631120;NPIGKJ_2631125;NPIGKJ_2631130;NPIGKJ_2631135	15	Chal_sti_synt_N	NA	NA
UT30	antiSMASH	NODE_19856_length_11902_cov_16.7	Lanthipeptide-class-ii	NA	No	1	11902	11903	NA;NPIGKJ_2635830;NPIGKJ_2635835;NPIGKJ_2635840;NPIGKJ_2635845;NPIGKJ_2635850;allorf_03623_03721;NPIGKJ_2635855;NPIGKJ_2635860;NPIGKJ_2635865;NPIGKJ_2635870;NPIGKJ_2635875	11	Peptidase_C39;DUF4135;LANC_like	NA	NA
UT30	antiSMASH	NODE_1988_length_53510_cov_28.0	Ranthipeptide	NA	No	1	18539	18540	NA;NPIGKJ_803395;NPIGKJ_803400;NPIGKJ_803405;NPIGKJ_803410;NPIGKJ_803415;NPIGKJ_803420;NPIGKJ_803425;NPIGKJ_803430;NPIGKJ_803435;NPIGKJ_803440;NPIGKJ_803445	11	Ranthipeptide_rSAM_RRE;Fer4_12;PF04055;TIGR04085	NA	NA
